member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-100395,2021-10-18,42.0,Female,Columbus,United States,Basic,12,$25.00,Website,10,1.39,5,4,,Yes,3.0,1,0,0,0
NF-102894,2023-02-08,18.0,Male,Boise,United States,Basic,6,$29.00,Mobile App,25,2.36,7,7,,Yes,7.0,0,1,0,0
NF-101929,2023-03-04,47.0,F ,Denver,United States,Basic,1,$29.00,Website,26,0.48,2,0,2.4,No,6.0,0,0,1,1
NF-100326,2023-02-15,29.0,Female,Portland,United States,Basic,12,$29.00,Website,25,1.64,5,0,3.21,Yes,7.0,0,2,1,1
NF-100191,2022-04-10,26.0,female,Denver,United States,Plus,12,$49.00,Walk-in,15,1.31,3,0,1.66,Yes,5.0,1,0,0,1
NF-100722,2021-10-31,32.0,Female,Austin,United States,Plus,12,$54.00,Website,10,2.28,7,0,7.07,Yes,7.0,2,1,0,0
NF-101854,2022-05-30,33.0,Male,Columbus,United States,Plus,12,$45.00,Mobile App,17,2.71,8,0,6.88,Yes,7.0,0,1,0,0
NF-100307,2022-01-31,16.0,M,Portland,United States,Plus,6,$45.00,Website,13,2.94,8,10,1.88,Yes,10.0,0,1,0,0
NF-101064,2023-02-06,34.0,Female,Columbus,United States,Plus,12,$45.00,Website,25,1.53,4,2,5.78,Yes,5.0,0,0,1,1
NF-101397,2021-08-13,52.0,Male,Austin,United States,Basic,6,$29.00,Partner Promo,7,1.39,5,0,2.57,No,4.0,1,0,1,1
NF-100495,2022-10-15,52.0,Female,Columbus,United States,Premium,24,$84.00,Walk-in,21,3.02,11,1,21.7,Yes,7.0,2,1,0,0
NF-100384,2021-06-02,66.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,5,0.67,2,0,1.55,Yes,5.0,1,0,0,0
NF-100582,2023-03-07,30.0,F,Columbus,United States,Basic,1,$29.00,Mobile App,26,1.76,7,7,4.15,Yes,5.0,1,0,0,0
NF-100397,2023-09-20,55.0,Male,Austin,United States,Basic,1,$29.00,Walk-in,33,0.5,3,0,2.6,Yes,4.0,3,0,1,1
NF-102964,2022-12-22,32.0,Female,Austin,United States,Basic,1,$34.00,Website,24,1.2,4,1,16.22,No,4.0,1,0,1,1
NF-101629,2023-05-03,37.0,F,Denver,United States,Basic,1,$34.00,Website,28,2.17,7,0,2.33,Yes,6.0,1,0,0,1
NF-100161,2023-09-23,41.0,Female,Denver,United States,Basic,6,$25.00,Partner Promo,33,2.84,9,0,2.87,Yes,7.0,-1,1,0,0
NF-101334,2022-10-15,43.0,M,Austin,United States,Basic,1,$34.00,Referral,21,2.15,8,9,1.29,No,8.0,1,0,0,0
NF-102754,2021-03-05,39.0,Male,Denver,United States,Basic,6,$29.00,Mobile App,2,1.69,7,0,4.35,Yes,6.0,0,0,0,0
NF-101103,2022-12-15,43.0,Male,Raleigh,United States,Basic,6,$29.00,Website,23,2.02,7,10,0.91,Yes,7.0,1,0,0,0
NF-100936,2021-01-31,41.0,F,Austin,United States,Premium,12,$84.00,Walk-in,1,1.73,5,0,9.1,Yes,5.0,3,0,0,0
NF-101039,2023-06-01,37.0,Female,Denver,United States,Plus,1,$49.00,Website,29,3.85,13,23,4.93,No,9.0,0,3,0,0
NF-101366,2021-09-02,24.0,FEMALE,Portland,United States,Basic,1,$29.00,Website,8,0.96,3,4,2.36,Yes,4.0,1,0,1,1
NF-101274,2023-05-08,37.0,Male,Columbus,United States,Basic,1,$25.00,Walk-in,28,2.43,9,0,8.61,No,7.0,0,0,0,0
NF-102974,2022-12-21,37.0,Female,Austin,United States,Premium,12,$79.00,Referral,24,2.56,8,2,0.84,Yes,6.0,1,1,0,0
NF-101926,2022-03-20,36.0,Male,Denver,United States,Basic,1,$29.00,Website,15,2.72,7,5,4.61,Yes,8.0,1,1,0,0
NF-101949,2022-12-16,,Male,Portland,United States,Basic,6,$25.00,Walk-in,23,2.56,8,0,0.67,No,7.0,0,0,0,0
NF-102068,2021-01-08,42.0,male,Portland,United States,Plus,12,$49.00,Referral,1,1.94,5,0,0.44,Yes,5.0,1,0,0,0
NF-100569,2022-02-06,68.0,Female,Austin,United States,Premium,12,$79.00,Website,13,3.92,12,0,20.07,Yes,6.0,0,0,0,0
NF-101159,2021-12-24,25.0,Female,Portland,United States,Basic,1,$34.00,Referral,12,3.2,11,0,7.22,Yes,8.0,1,0,1,1
NF-101560,2023-04-24,37.0,F ,Columbus,United States,Premium,12,$84.00,Walk-in,28,3.08,11,1,2.58,Yes,9.0,0,0,0,0
NF-101591,2022-05-31,31.0,F ,Columbus,United States,Premium,12,$79.00,Website,17,3.31,12,0,7.43,Yes,8.0,1,0,0,0
NF-101880,2023-01-15,36.0,male,Austin,United States,Plus,12,$54.00,Website,24,1.99,6,2,1.11,No,6.0,1,1,0,0
NF-102529,2021-12-23,23.0,Female,Denver,United States,Plus,6,$49.00,Website,12,2.54,7,0,2.29,Yes,9.0,-1,0,0,0
NF-102081,2021-10-20,27.0,Female,Columbus,United States,Basic,12,$25.00,Walk-in,10,0.74,3,0,3.75,Yes,4.0,1,0,1,1
NF-100047,2023-03-26,16.0,female,Austin,United States,Basic,6,$25.00,Website,27,1.67,4,0,1.65,Yes,6.0,0,0,0,0
NF-100029,2022-10-13,52.0,Female,Columbus,United States,Basic,12,$25.00,Walk-in,21,1.51,5,0,2.89,No,2.0,0,0,0,0
NF-101595,2023-03-17,39.0,Female,Austin,United States,Plus,6,$54.00,Website,26,1.45,6,9,3.61,Yes,5.0,0,0,0,0
NF-101925,2022-05-09,20.0,F ,Austin,United States,Basic,1,$29.00,Mobile App,16,3.2,10,0,,No,,1,0,1,1
NF-100501,2022-03-30,25.0,Male,Austin,United States,Basic,6,$29.00,Website,15,2.95,9,0,2.4,Yes,8.0,0,0,0,0
NF-101846,2021-07-31,25.0,F,Denver,United States,Basic,1,$34.00,Walk-in,7,1.83,8,12,1.87,Yes,7.0,0,0,0,0
NF-102501,2022-11-14,31.0,Male,Austin,United States,Plus,12,$49.00,Mobile App,22,1.96,5,10,1.1,Yes,8.0,0,0,0,0
NF-102785,2023-09-22,54.0,female,Raleigh,United States,Plus,24,$49.00,Website,33,2.05,8,0,2.29,Yes,8.0,0,0,0,0
NF-101185,2022-01-06,33.0,male,Columbus,United States,Plus,12,$49.00,Walk-in,12,1.59,5,0,3.98,No,5.0,1,0,0,0
NF-101268,2021-09-19,34.0,Male,Austin,United States,Premium,12,$84.00,Walk-in,9,2.43,7,0,1.58,No,8.0,1,1,0,0
NF-102558,2021-12-28,18.0,M,Austin,United States,Premium,12,$79.00,Website,12,3.12,9,3,4.47,Yes,6.0,0,1,0,0
NF-101856,2023-03-03,33.0,Female,Raleigh,United States,Premium,12,$79.00,Mobile App,26,0.86,3,3,5.03,Yes,4.0,1,0,0,0
NF-102578,2021-10-13,47.0,male,Austin,United States,Plus,12,$45.00,Website,9,2.06,7,2,,Yes,5.0,0,0,0,0
NF-101862,2021-08-05,42.0,male,Denver,United States,Plus,12,$49.00,Website,7,3.02,10,4,7.81,Yes,8.0,1,1,0,0
NF-101794,2022-03-12,35.0,F ,Austin,United States,Plus,12,$54.00,Mobile App,14,1.38,2,2,5.17,No,7.0,0,0,0,0
NF-102677,2022-12-21,40.0,Female,Denver,United States,Plus,12,$49.00,Website,24,0.71,2,2,3.04,No,3.0,1,0,1,1
NF-102549,2022-04-25,31.0,Female,Austin,United States,Basic,12,$29.00,Website,16,1.18,2,1,3.03,Yes,5.0,0,0,0,0
NF-100432,2022-04-18,50.0,Male,Raleigh,United States,Premium,24,$79.00,Website,16,3.06,9,0,2.27,Yes,7.0,0,0,0,0
NF-102301,2022-10-25,56.0,F,Raleigh,United States,Basic,1,$34.00,Walk-in,22,0.26,2,0,8.52,No,6.0,0,0,0,0
NF-100996,2021-05-25,38.0,Female,Austin,United States,Plus,6,$49.00,Walk-in,5,0.95,2,0,4.17,No,4.0,1,0,0,1
NF-102885,2023-03-21,53.0,M,Denver,United States,Plus,6,$45.00,Walk-in,27,2.58,10,0,11.66,Yes,5.0,0,1,0,0
NF-102821,2023-02-16,40.0,Other,Portland,United States,Premium,12,$84.00,Website,26,2.01,6,0,9.02,No,5.0,0,0,0,0
NF-100366,2021-12-04,41.0,Female,Austin,United States,Plus,24,$49.00,Walk-in,11,2.81,9,0,2.22,Yes,6.0,0,1,1,1
NF-101076,2022-12-29,41.0,female,Portland,United States,Basic,1,$29.00,Website,24,4.49,14,0,2.5,No,9.0,0,3,0,0
NF-101078,2023-04-21,38.0,Male,Raleigh,United States,Premium,6,$75.00,Referral,28,2.96,9,0,2.82,Yes,10.0,1,0,0,0
NF-100260,2021-08-20,30.0,Female,Denver,United States,Plus,1,$45.00,Mobile App,8,2.41,9,0,0.8,Yes,8.0,0,0,0,0
NF-102346,2023-08-26,43.0,F ,Austin,United States,Plus,1,$49.00,Website,32,1.47,5,10,1.63,Yes,4.0,0,0,1,1
NF-100556,2022-02-07,18.0,M,Austin,United States,Premium,24,$79.00,Mobile App,13,1.59,5,0,1.94,Yes,7.0,0,0,0,0
NF-102066,2023-01-07,43.0,M,Portland,United States,Basic,6,$29.00,Mobile App,24,0.8,1,0,1.59,No,,0,0,1,1
NF-100572,2022-01-29,34.0,Male,Portland,United States,Plus,12,$49.00,Website,13,2.16,7,0,2.87,No,7.0,2,0,0,0
NF-102943,2021-04-04,27.0,Female,Columbus,United States,Plus,6,$49.00,Walk-in,3,1.31,3,6,1.44,No,6.0,0,0,0,0
NF-102273,2022-12-31,39.0,Female,Austin,United States,Plus,6,$49.00,Walk-in,24,1.91,6,0,,Yes,5.0,1,0,0,0
NF-100599,2022-01-27,22.0,Female,Raleigh,United States,Plus,6,$49.00,Mobile App,13,1.61,7,0,0.33,No,4.0,1,0,0,1
NF-102691,2022-06-16,66.0,Male,Columbus,United States,Plus,1,$45.00,Website,17,2.98,10,0,3.11,No,9.0,1,2,1,1
NF-102041,2021-03-10,,M,Denver,United States,Basic,12,$29.00,Referral,2,1.94,6,0,2.27,Yes,,0,0,0,1
NF-100419,2021-03-05,54.0,Other,Austin,United States,Basic,1,$29.00,Website,2,0.9,4,2,3.81,Yes,6.0,1,0,1,1
NF-102136,2022-07-14,47.0,M,Boise,United States,Basic,1,$29.00,Referral,18,2.57,6,0,1.79,Yes,9.0,1,0,0,0
NF-101302,2021-09-08,49.0,female,Austin,United States,Plus,1,$49.00,Website,8,1.95,7,0,2.91,Yes,,1,0,1,1
NF-101246,2022-01-29,36.0,Other,Austin,United States,Plus,6,$49.00,Website,13,1.96,5,0,3.26,Yes,5.0,0,1,1,1
NF-101232,2022-05-23,33.0,Female,Raleigh,United States,Basic,1,$29.00,Website,17,2.89,8,0,0.83,Yes,9.0,0,0,0,0
NF-101448,2023-09-25,16.0,F,Portland,United States,Basic,1,$29.00,Website,33,1.45,4,6,0.83,Yes,,1,1,0,0
NF-102266,2021-02-28,51.0,Male,Austin,United States,Plus,12,$45.00,Referral,2,1.62,7,0,1.03,No,7.0,1,0,0,0
NF-102355,2022-11-10,45.0,Other,Raleigh,United States,Basic,6,$25.00,Walk-in,22,2.99,8,0,2.64,Yes,,0,1,1,1
NF-102204,2021-01-16,57.0,Female,Columbus,United States,Premium,24,$84.00,Website,1,2.83,10,2,3.77,Yes,6.0,0,0,0,0
NF-101812,2022-01-09,47.0,Male,Austin,United States,Basic,12,$29.00,Walk-in,12,0.98,5,0,3.59,No,4.0,0,0,0,0
NF-102219,2022-07-04,41.0,MALE,Portland,United States,Plus,6,$49.00,Referral,18,2.02,7,3,0.91,No,6.0,0,1,0,0
NF-101466,2021-12-11,39.0,Female,Raleigh,United States,Basic,1,$29.00,Website,11,5.03,16,0,2.37,No,9.0,0,1,0,0
NF-100275,2023-06-21,50.0,Male,Austin,United States,Basic,1,$29.00,Referral,30,2.22,7,7,2.86,No,6.0,0,0,1,1
NF-100705,2022-03-07,47.0,F,Portland,United States,Basic,1,$29.00,Walk-in,14,4.04,11,0,,Yes,9.0,0,0,0,0
NF-102334,2022-10-20,24.0,Male,Denver,United States,Plus,12,$49.00,Walk-in,22,2.61,8,7,16.69,Yes,6.0,1,0,0,0
NF-100453,2022-09-09,53.0,female,Columbus,United States,Basic,1,$34.00,Walk-in,20,2.25,7,0,2.11,Yes,7.0,0,0,1,1
NF-100113,2022-05-05,42.0,M,Austin,United States,Plus,24,$45.00,Mobile App,16,1.9,7,2,0.88,No,7.0,0,0,0,0
NF-100071,2022-05-17,44.0,male,Denver,United States,Basic,1,$29.00,Mobile App,16,71.5,9,6,1.26,No,8.0,0,2,0,0
NF-102028,2023-02-02,21.0,Male,Austin,United States,Premium,12,$75.00,Website,25,3.91,14,0,2.93,Yes,7.0,0,1,0,0
NF-102130,2021-11-02,23.0,F,Austin,United States,Basic,6,$25.00,Referral,10,3.24,11,4,3.03,Yes,7.0,1,0,0,0
NF-102966,2023-03-15,47.0,Male,Portland,United States,Basic,12,$29.00,Website,26,1.71,5,0,5.06,Yes,6.0,1,1,0,0
NF-102063,2023-06-29,36.0,Male,Denver,United States,Basic,1,$34.00,Website,30,1.28,3,2,1.53,No,,3,0,0,0
NF-101825,2022-12-29,21.0, Male,Portland,United States,Plus,12,$49.00,Website,24,0.97,3,2,2.36,Yes,7.0,0,0,0,0
NF-102583,2021-06-17,19.0,M,Austin,United States,Basic,1,$29.00,Website,5,1.68,3,5,1.11,Yes,5.0,0,1,1,1
NF-102289,2022-05-03,42.0,Male,Denver,United States,Plus,6,$49.00,Mobile App,16,2.38,9,3,2.9,Yes,7.0,0,0,0,0
NF-100918,2022-05-02,47.0,F,Denver,United States,Premium,12,$79.00,Mobile App,16,2.68,9,1,3.61,Yes,6.0,0,0,0,0
NF-100451,2022-10-03,25.0,FEMALE,Denver,United States,Basic,12,$25.00,Website,21,0.71,2,0,5.13,Yes,6.0,1,0,0,0
NF-102665,2023-03-29,39.0,M,Austin,United States,Plus,1,$45.00,Mobile App,27,2.82,9,0,2.18,Yes,8.0,1,0,0,0
NF-102452,2021-05-17,27.0,Male,Austin,United States,Basic,6,$25.00,Website,4,1.96,6,0,4.23,No,5.0,2,0,0,0
NF-101514,2022-10-08,23.0,female,Austin,United States,Basic,1,$29.00,Mobile App,21,2.3,7,0,5.68,Yes,8.0,0,1,0,0
NF-102392,2022-11-25,42.0,male,Denver,United States,Basic,1,$29.00,Referral,23,4.53,15,1,1.91,Yes,9.0,0,2,0,0
NF-101565,2021-02-12,51.0,Female,Austin,United States,Premium,24,$79.00,Website,1,2.59,7,0,18.32,Yes,5.0,1,0,0,0
NF-100739,2022-08-23,30.0,Female,Portland,United States,Basic,6,$29.00,Mobile App,20,1.62,6,0,2.13,Yes,5.0,0,0,0,1
NF-102412,2022-09-16,38.0,Female,Austin,United States,Basic,6,$29.00,Website,20,1.68,4,6,3.07,No,4.0,1,1,0,0
NF-101653,2023-09-03,33.0,FEMALE,Austin,United States,Basic,12,$29.00,Website,32,2.35,9,0,0.66,Yes,7.0,1,1,0,0
NF-100104,2021-10-09,42.0,male,Denver,United States,Premium,6,$75.00,Walk-in,9,0.36,1,1,6.59,Yes,,0,0,1,1
NF-101857,2023-04-29,41.0,Male,Austin,United States,Premium,12,$79.00,Mobile App,28,1.89,6,0,3.08,Yes,6.0,0,0,0,1
NF-102851,2023-05-29,21.0,M,Austin,United States,Basic,12,$34.00,Website,29,2.31,8,0,1.96,Yes,6.0,2,0,1,1
NF-102918,2022-04-19,24.0,Male,Denver,United States,Basic,6,$29.00,Mobile App,16,1.21,3,10,3.14,No,6.0,0,0,0,1
NF-102752,2022-07-02,32.0,Female,Columbus,United States,Plus,12,$45.00,Mobile App,18,1.77,6,8,3.07,Yes,,1,0,0,0
NF-100241,2022-12-06,32.0,Male,Portland,United States,Basic,1,$29.00,Website,23,1.51,5,2,5.31,Yes,,1,0,0,0
NF-102478,2023-01-01,46.0,Female,Denver,United States,Plus,6,$49.00,Website,24,2.05,8,0,3.5,Yes,7.0,0,1,0,0
NF-101988,2023-07-27,29.0,F,Boise,United States,Plus,12,$49.00,Website,31,2.2,8,0,2.73,No,8.0,0,1,0,0
NF-101569,2022-11-02,36.0,F,Austin,United States,Plus,1,$45.00,Website,22,1.67,4,0,0.46,No,5.0,2,0,0,0
NF-101619,2022-01-10,38.0,Male,Austin,United States,Plus,12,$49.00,Walk-in,12,2.95,10,0,3.17,Yes,8.0,2,0,0,0
NF-100096,2021-11-14,40.0,Female,Columbus,United States,Plus,6,$54.00,Walk-in,10,2.49,6,13,13.08,Yes,8.0,0,0,0,0
NF-102515,2021-03-26,35.0,male,Columbus,United States,Plus,12,$49.00,Website,3,4.2,14,0,,Yes,8.0,1,0,0,0
NF-101190,2023-06-13,35.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,29,2.58,10,2,0.95,No,8.0,2,1,0,0
NF-100084,2023-01-08,32.0,Female,Austin,United States,Premium,12,$79.00,Referral,24,0.89,5,0,4.56,No,5.0,3,0,0,1
NF-101718,2022-11-03,16.0,female,Columbus,United States,Premium,12,$75.00,Referral,22,2.65,8,9,4.81,Yes,7.0,1,2,0,0
NF-100009,2022-09-27,50.0,female,Austin,United States,Plus,6,$45.00,Walk-in,21,1.44,4,1,1.68,Yes,7.0,0,1,0,0
NF-102652,2021-09-27,43.0,Male,Denver,United States,Plus,12,$54.00,Mobile App,9,4.24,12,12,2.69,No,9.0,0,1,0,0
NF-100878,2022-12-12,35.0,Female,Portland,United States,Basic,1,$25.00,Mobile App,23,0.93,2,1,,Yes,4.0,1,0,1,1
NF-101339,2023-04-25,28.0, Male,Austin,United States,Plus,12,$54.00,Website,28,1.19,3,0,0.88,Yes,3.0,1,0,1,1
NF-100773,2021-03-23,47.0,Male,Raleigh,United States,Plus,12,$49.00,Website,3,2.03,6,0,2.96,Yes,8.0,0,2,0,0
NF-101385,2022-01-23,54.0,M,Denver,United States,Basic,1,$34.00,Walk-in,13,5.06,15,0,1.09,Yes,9.0,0,1,0,0
NF-100276,2021-09-01,43.0,Male,Austin,United States,Plus,12,$45.00,Partner Promo,8,2.0,8,8,2.43,Yes,,1,0,0,0
NF-101408,2022-06-20,35.0, Male,Raleigh,United States,Basic,12,$29.00,Partner Promo,18,1.13,3,0,2.77,No,6.0,1,0,1,1
NF-101592,2021-06-14,44.0,Male,Austin,United States,Premium,24,$79.00,Website,5,2.73,10,6,3.87,Yes,6.0,0,0,0,0
NF-101372,2022-09-04,31.0,Female,Austin,United States,Plus,6,$49.00,Mobile App,20,0.98,3,6,3.55,No,5.0,1,0,0,0
NF-100088,2022-12-09,30.0,Female,Raleigh,United States,Basic,1,$29.00,Website,23,2.72,9,0,2.55,No,8.0,0,0,0,0
NF-100090,2023-08-19,34.0,Female,Denver,United States,Plus,1,$45.00,Walk-in,32,1.83,5,1,1.46,Yes,7.0,2,0,0,0
NF-100280,2021-11-27,56.0,M,Denver,United States,Basic,1,$34.00,Website,11,2.61,10,0,1.25,Yes,8.0,0,0,0,0
NF-101906,2022-05-21,49.0,F,Denver,United States,Premium,24,$79.00,Walk-in,17,2.46,10,7,4.49,Yes,6.0,1,0,0,0
NF-101484,2021-05-28,29.0,Female,Portland,United States,Basic,12,$29.00,Mobile App,5,2.25,6,0,,No,5.0,1,0,0,0
NF-101823,2022-06-16,43.0,MALE,Raleigh,United States,Basic,12,$29.00,Walk-in,17,2.48,8,0,4.73,Yes,6.0,0,1,0,0
NF-101324,2023-04-29,35.0,Male,Columbus,United States,Premium,6,$79.00,Website,28,2.15,4,5,7.0,No,7.0,0,0,0,0
NF-101426,2021-06-22,31.0,Male,Portland,United States,Basic,12,$29.00,Referral,6,1.35,4,0,3.8,Yes,6.0,0,0,0,0
NF-100992,2022-04-14,40.0,Male,Austin,United States,Basic,1,$29.00,Website,15,0.73,1,0,1.15,Yes,,1,0,1,1
NF-100365,2021-01-12,32.0,Male,Portland,United States,Plus,1,$49.00,Website,1,3.3,12,10,4.9,Yes,8.0,2,0,0,0
NF-102071,2022-04-09,33.0,Female,Portland,United States,Premium,12,$79.00,Walk-in,15,2.5,8,0,6.82,Yes,6.0,0,1,1,1
NF-100676,2022-03-03,43.0,Other,Austin,United States,Plus,24,$45.00,Referral,14,2.73,10,0,,Yes,7.0,0,2,0,0
NF-102026,2023-05-05,52.0,Other,Austin,United States,Plus,12,$54.00,Walk-in,28,1.73,7,14,3.63,Yes,5.0,1,1,0,0
NF-100998,2022-07-16,16.0,M,Columbus,United States,Premium,12,$75.00,Walk-in,18,2.2,7,0,4.43,Yes,5.0,0,1,0,0
NF-101189,2021-07-12,45.0,M,Portland,United States,Plus,6,$45.00,Referral,6,1.84,5,0,1.85,Yes,7.0,1,0,1,1
NF-102358,2023-03-27,34.0,M,Denver,United States,Basic,1,$29.00,Website,27,1.05,2,3,7.03,No,6.0,1,0,1,1
NF-102688,2021-10-07,46.0,Male,Portland,United States,Premium,12,$79.00,Referral,9,2.63,7,0,7.58,Yes,,0,0,1,1
NF-101759,2023-04-26,31.0,MALE,Austin,United States,Plus,1,$49.00,Partner Promo,28,2.61,8,5,2.34,Yes,10.0,0,0,0,0
NF-102288,2021-05-24,38.0,F ,Austin,United States,Basic,6,$25.00,Walk-in,5,0.49,4,0,5.2,Yes,5.0,3,0,1,1
NF-101342,2021-10-25,24.0,Male,Denver,United States,Plus,24,$49.00,Website,10,0.89,5,1,7.0,No,4.0,0,0,0,0
NF-100094,2021-10-16,43.0,Female,Denver,United States,Basic,1,$34.00,Walk-in,9,3.5,12,0,0.97,Yes,,0,2,0,0
NF-101286,2021-06-23,43.0,Female,Austin,United States,Plus,24,$54.00,Walk-in,6,1.35,4,1,0.98,No,5.0,0,0,0,0
NF-102146,2023-08-28,53.0,MALE,Austin,United States,Basic,1,$29.00,Mobile App,32,0.86,1,1,1.22,No,5.0,2,0,1,0
NF-100167,2021-06-30,34.0, Male,Columbus,United States,Basic,1,$34.00,Website,6,1.95,7,0,,Yes,7.0,1,0,0,0
NF-100496,2022-06-19,53.0,Female,Denver,United States,Basic,1,$29.00,Website,18,1.36,4,0,2.65,Yes,6.0,1,0,1,1
NF-101749,2023-09-26,45.0, Male,Denver,United States,Plus,12,$49.00,Mobile App,33,2.67,11,0,5.78,No,7.0,0,1,1,0
NF-102323,2022-06-28,26.0,F ,Denver,United States,Plus,24,$45.00,Website,18,2.47,6,0,3.65,No,7.0,0,0,0,0
NF-100714,2023-03-11,53.0,M,Portland,United States,Plus,12,$45.00,Mobile App,26,3.1,11,0,8.58,No,8.0,0,1,0,0
NF-101539,2022-09-01,43.0,Prefer not to say,Austin,United States,Plus,6,$49.00,Website,20,1.33,6,0,2.36,No,,0,0,1,1
NF-100331,2021-07-23,29.0,F,Portland,United States,Basic,1,$25.00,Walk-in,7,3.36,13,0,1.81,Yes,,0,0,0,0
NF-100219,2021-12-07,46.0,male,Denver,United States,Plus,12,$54.00,Walk-in,11,1.9,6,0,2.85,Yes,7.0,2,0,0,0
NF-102481,2023-03-21,33.0,Prefer not to say,Austin,United States,Basic,6,$29.00,Mobile App,27,1.04,6,1,3.95,Yes,,1,0,0,0
NF-102968,2022-03-04,31.0,female,Portland,United States,Basic,12,$34.00,Website,14,1.99,6,0,1.99,No,8.0,1,0,1,1
NF-102802,2022-12-14,32.0,Female,Portland,United States,Basic,1,$29.00,Walk-in,23,2.19,5,0,2.44,Yes,6.0,0,2,0,0
NF-102534,2022-08-01,36.0,Female,Denver,United States,Plus,12,$49.00,Referral,19,4.89,15,1,9.31,Yes,8.0,0,1,0,0
NF-101537,2023-02-16,52.0,M,Columbus,United States,Basic,1,$29.00,Website,26,1.87,9,0,7.4,No,6.0,1,0,1,1
NF-100531,2022-02-10,27.0,female,Austin,United States,Plus,12,$54.00,Mobile App,13,2.0,7,0,5.07,Yes,6.0,0,0,0,0
NF-101864,2022-11-04,32.0,female,Columbus,United States,Basic,1,$25.00,Mobile App,22,2.15,7,0,7.02,Yes,6.0,1,0,0,0
NF-102827,2021-02-10,57.0,Female,Columbus,United States,Basic,12,$29.00,Referral,1,5.53,18,0,,Yes,10.0,0,0,0,0
NF-102308,2022-09-03,41.0,Other,Portland,United States,Basic,6,$29.00,Mobile App,20,1.55,5,0,3.2,No,6.0,2,0,0,0
NF-101980,2021-02-17,43.0,male,Raleigh,United States,Plus,6,$49.00,Website,2,2.28,7,3,1.99,Yes,,0,1,1,1
NF-100305,2021-02-16,42.0,FEMALE,Denver,United States,Basic,12,$29.00,Mobile App,2,0.79,1,0,4.71,Yes,,0,0,0,0
NF-101649,2022-05-23,45.0,Male,Columbus,United States,Basic,6,$34.00,Mobile App,17,3.96,11,0,5.36,No,10.0,-1,2,0,0
NF-100196,2021-07-03,54.0,Male,Portland,United States,Plus,12,$49.00,Website,6,8.6,28,0,2.86,Yes,10.0,0,1,0,0
NF-101164,2023-01-21,57.0,Male,Austin,United States,Plus,12,$49.00,Referral,25,2.66,9,0,6.49,Yes,8.0,1,0,0,0
NF-101618,2022-03-10,39.0,Female,Columbus,United States,Premium,6,$84.00,Website,14,1.72,6,0,7.39,No,5.0,0,0,0,0
NF-101146,2021-08-16,28.0,female,Austin,United States,Basic,1,$25.00,Website,7,1.33,5,4,0.52,Yes,5.0,0,1,0,0
NF-100494,2021-02-27,39.0,Male,Austin,United States,Premium,24,$75.00,Mobile App,2,1.15,5,5,4.87,No,5.0,1,1,0,0
NF-100110,2022-04-13,49.0,Female,Portland,United States,Basic,6,$29.00,Walk-in,15,1.29,3,2,2.44,Yes,5.0,0,0,1,1
NF-101108,2023-04-19,41.0,male,Raleigh,United States,Plus,6,$45.00,Website,28,3.62,12,0,1.77,No,8.0,1,0,0,0
NF-101269,2022-03-18,40.0,female,Denver,United States,Basic,1,$34.00,Mobile App,15,1.19,4,0,8.07,Yes,4.0,0,0,0,0
NF-102561,2022-01-07,37.0,Female,Austin,United States,Basic,1,$29.00,Partner Promo,12,1.74,5,0,1.37,No,6.0,2,1,0,1
NF-100369,2022-02-21,26.0,Male,Raleigh,United States,Premium,24,$84.00,Website,14,1.55,4,0,3.29,Yes,5.0,0,0,0,0
NF-100793,2021-04-13,,Female,Portland,United States,Plus,12,$49.00,Website,3,1.86,6,0,3.02,No,,1,0,1,1
NF-100926,2023-05-17,34.0,Female,Austin,United States,Plus,12,$54.00,Walk-in,28,0.63,3,0,1.23,No,6.0,1,0,0,0
NF-102321,2022-12-19,38.0,Female,Denver,United States,Plus,12,$49.00,Mobile App,24,2.5,9,0,2.09,No,7.0,3,1,0,0
NF-101815,2021-10-27,44.0,Female,Denver,United States,Premium,12,$79.00,Mobile App,10,1.24,3,0,2.45,Yes,5.0,0,1,1,1
NF-100396,2021-09-09,22.0,Female,Portland,United States,Basic,6,$34.00,Mobile App,8,2.14,7,0,3.81,No,6.0,0,0,0,0
NF-101178,2023-09-21,16.0,MALE,Portland,United States,Basic,1,$29.00,Mobile App,33,2.02,8,0,2.9,No,7.0,1,0,0,0
NF-101215,2021-08-11,55.0,MALE,Portland,United States,Basic,12,$29.00,Website,7,2.8,8,5,0.54,Yes,8.0,0,2,0,0
NF-100797,2022-01-03,32.0,M,Denver,United States,Premium,6,$79.00,Referral,12,1.26,7,0,4.96,No,5.0,2,0,1,1
NF-101298,2023-07-09,31.0,Male,Denver,United States,Plus,6,$54.00,Partner Promo,30,2.52,8,0,2.01,Yes,9.0,0,0,0,0
NF-101062,2022-10-03,37.0,Female,Denver,United States,Plus,6,$54.00,Mobile App,21,2.65,10,0,3.03,Yes,8.0,0,0,0,0
